cat	year	split			URL	Final AGENT	Final EVENTS	Final WORLD	Final Composite	3rd person	Adjudicated AGENTS	Adjudicated EVENTS	Adjudicated WORLD	MEAN	STDEV	Agents mean	Events mean	World mean	Agents std	Events std	World std	A1 average	A1 agents	A1 events	A1 world	A2 average	A2 agents	A2 events	A2 world	A3 average	A3 agents	A3 events	A3 world
Grammy_ALT	2017	train	Beyoncé	Sandcastles	https://www.azlyrics.com/lyrics/beyonceknowles/sandcastles.html	4.33	4.33	4	4.220					4.22	0.68	4.33	4.33	4	0.47	0.47	1.41	3.33	4	4	2	4.33	4	4	5	5	5	5	5
Grammy_NOM	2010	dev	Beyoncé	Single Ladies (Put a Ring on It)	https://www.azlyrics.com/lyrics/beyonceknowles/singleladiesputaringonit.html	5	3	3	3.667		5	3	3	3.33	1.09	4	3.33	2.67	0	1.7	1.7	3.33	4	4	2	2	4	1	1	4.67	4	5	5
Grammy_ALT	2023	train	Beyoncé	Summer Renaissance	https://www.azlyrics.com/lyrics/beyonceknowles/summerrenaissance.html	5	2	1.67	2.890					2.89	0.31	5	2	1.67	0	0	0.94	3.33	5	2	3	2.67	5	2	1	2.67	5	2	1
Billboard	2003	train	Beyoncé featuring Sean Paul	Baby Boy	https://www.azlyrics.com/lyrics/beyonceknowles/babyboy.html	3.67	3	3	3.223					3.22	0.79	3.67	3	3	0.47	0.82	1.63	2.67	3	2	3	2.67	4	3	1	4.33	4	4	5
Billboard	1971	train	Bill Withers	Ain't No Sunshine	https://www.azlyrics.com/lyrics/billwithers/aintnosunshine.html	2.67	1.67	1.33	1.890					1.89	0.57	2.67	1.67	1.33	0.47	0.94	0.47	1.33	2	1	1	1.67	3	1	1	2.67	3	3	2
Grammy_NOM	2020	train	Billie Eilish	Bad Guy	https://www.azlyrics.com/lyrics/billieeilish/badguy.html	4.33	2	2.33	2.887					2.89	0.57	4.33	2	2.33	0.47	0.82	1.25	2.67	5	1	2	2.33	4	2	1	3.67	4	3	4
Grammy_NOM	2022	dev	Billie Eilish	Happier Than Ever	https://www.azlyrics.com/lyrics/billieeilish/happierthanever.html	5	4.67	3.33	4.333					4.33	0.72	5	4.67	3.33	0	0.47	1.7	5	5	5	5	3.33	5	4	1	4.67	5	5	4
Grammy_ALT	2020	train	Billie Eilish	I Love You	https://www.azlyrics.com/lyrics/billieeilish/iloveyou.html	5	4.33	2.67	4.000					4	0.47	5	4.33	2.67	0	0.47	1.25	4.33	5	5	3	3.33	5	4	1	4.33	5	4	4
Grammy_ALT	2022	dev	Billie Eilish	NDA	https://www.azlyrics.com/lyrics/billieeilish/nda.html	5	4.67	3.67	4.447					4.44	0.42	5	4.67	3.67	0	0.47	0.94	4.33	5	5	3	4	5	4	3	5	5	5	5
Grammy_NOM	1980	train	Billy Joel	Honesty	https://www.azlyrics.com/lyrics/billyjoel/honesty.html	1.67	1	1	1.223					1.22	0.16	1.67	1	1	0.47	0	0	1.33	2	1	1	1	1	1	1	1.33	2	1	1
Grammy_NOM	1979	dev	Billy Joel	Just the Way You Are	https://www.azlyrics.com/lyrics/billyjoel/justthewayyouare.html	4	2	1	2.333					2.33	0.27	4	2	1	0	0.82	0	2.33	4	2	1	2	4	1	1	2.67	4	3	1
Grammy_ALT	1979	train	Billy Joel	Only the Good Die Young	https://www.azlyrics.com/lyrics/billyjoel/onlythegooddieyoung.html	5	4	5	4.667		5	4	5	4.11	1.03	4.67	3.67	4	0.47	1.25	1.41	5	5	5	5	2.67	4	2	2	4.67	5	4	5
Grammy_NOM	1994	test	Billy Joel	The River of Dreams	https://www.azlyrics.com/lyrics/billyjoel/theriverofdreams.html	3.67	3	4	3.557					3.56	0.96	3.67	3	4	1.25	1.41	0.82	4.67	5	5	4	3.67	4	2	5	2.33	2	2	3
Grammy_NOM	1990	train	Billy Joel	We Didn't Start the Fire	https://www.azlyrics.com/lyrics/billyjoel/wedidntstartthefire.html	1.33	2	3.67	2.333					2.33	0.94	1.33	2	3.67	0.47	0.82	1.89	3	1	3	5	3	2	2	5	1	1	1	1
Grammy_ALT	1980	train	Billy Joel	Zanzibar	https://www.azlyrics.com/lyrics/billyjoel/zanzibar.html	5	3	4	4.000					4	0.72	5	3	4	0	0.82	1.41	4.67	5	4	5	4.33	5	3	5	3	5	2	2
Grammy_ALT	1990	train	Billy Joel	That's Not Her Style	https://www.azlyrics.com/lyrics/billyjoel/thatsnotherstyle.html	3.33	3.33	5	3.887					3.89	0.57	3.33	3.33	5	1.25	0.47	0	3.33	2	3	5	3.67	3	3	5	4.67	5	4	5
Grammy_ALT	1994	dev	Billy Joel	The Great Wall Of China	https://www.azlyrics.com/lyrics/billyjoel/thegreatwallofchina.html	3	2.33	3.33	2.887					2.89	0.79	3	2.33	3.33	1.41	0.47	1.25	4	5	2	5	2.33	2	3	2	2.33	2	2	3
Grammy_NOM	1993	test	Billy Ray Cyrus	Achy Breaky Heart	https://www.azlyrics.com/lyrics/billyraycyrus/achybreakyheart.html	4	3.67	3.33	3.667					3.67	0.98	4	3.67	3.33	0.82	1.25	1.7	3.33	4	2	4	2.67	3	4	1	5	5	5	5
Grammy_ALT	1993	test	Billy Ray Cyrus	I'm So Miserable	https://www.azlyrics.com/lyrics/billyraycyrus/imsomiserable.html	4.67	4.33	3	4.000					4	0.72	4.67	4.33	3	0.47	0.47	1.41	3.67	5	4	2	3.33	4	4	2	5	5	5	5
Grammy_NOM	1968	train	Bobbie Gentry	Ode to Billie Joe	https://www.azlyrics.com/lyrics/bobbiegentry/odetobilliejoe.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Grammy_ALT	1968	train	Bobbie Gentry	Sunday Best	https://www.azlyrics.com/lyrics/bobbiegentry/sundaybest.html	2.333	1.667	2.667	2.222					2.222	0.157	2.333	1.667	2.667	1.247	0.943	0.943	2.33	4	1	2	2	1	1	4	2.33	2	3	2
Grammy_NOM	1969	train	Bobby Goldsboro	Honey	https://www.azlyrics.com/lyrics/bobbygoldsboro/honey.html	4.333	4.333	4.333	4.333					4.333	0.943	4.333	4.333	4.333	0.943	0.943	0.943	5	5	5	5	3	3	3	3	5	5	5	5
Billboard	1964	train	Bobby Goldsboro	See the Funny Little Clown	https://www.azlyrics.com/lyrics/bobbygoldsboro/seethefunnylittleclown.html	4	2.667	1.333	2.667					2.667	0.72	4	2.667	1.333	1.414	0.471	0.471	3.33	5	3	2	3	5	3	1	1.67	2	2	1
Grammy_ALT	1969	dev	Bobby Goldsboro	Little Green Apples	https://www.azlyrics.com/lyrics/bobbygoldsboro/littlegreenapples.html	4.667	4.667	5	4.778	0				4.778	0.157	4.667	4.667	5	0.471	0.471	0	5	5	5	5	4.67	4	5	5	4.67	5	4	5
Billboard	1960	test	Bobby Rydell	Little Bitty Girl	https://www.azlyrics.com/lyrics/bobbyrydell/littlebittygirl.html	1.333	1	1	1.111					1.111	0.157	1.333	1	1	0.471	0	0	1.33	2	1	1	1	1	1	1	1	1	1	1
Billboard	1960	test	Bobby Rydell	Swingin' School	https://www.azlyrics.com/lyrics/bobbyrydell/swinginschool.html	2.667	2	3	2.556					2.556	0.685	2.667	2	3	1.247	0.816	1.414	3.33	4	2	4	1.67	3	1	1	2.67	1	3	4
Grammy_ALT	2012	train	Bon Iver	Hinnom, TX	https://www.azlyrics.com/lyrics/boniver/hinnomtx.html	1	1	3.67	1.890					1.89	0.63	1	1	3.67	0	0	1.89	2.33	1	1	5	2.33	1	1	5	1	1	1	1
Grammy_NOM	2012	dev	Bon Iver	Holocene	https://www.azlyrics.com/lyrics/boniver/holocene.html	2.33	3.33	4	3.220					3.22	0.96	2.33	3.33	4	1.25	0.94	1.41	3.33	1	4	5	2	2	2	2	4.33	4	4	5
Billboard	1989	test	Bon Jovi	Lay Your Hands on Me	https://www.azlyrics.com/lyrics/bonjovi/layyourhandsonme.html	3.67	1	1.33	2.000					2	0	3.67	1	1.33	0.47	0	0.47	2	4	1	1	2	4	1	1	2	3	1	2
Billboard	2007	train	Bone Thugs-n-Harmony featuring Akon	I Tried	https://www.azlyrics.com/lyrics/bonethugsnharmony/itried.html	5	4.33	4	4.443					4.44	0.57	5	4.33	4	0	0.47	1.41	4.67	5	4	5	3.67	5	4	2	5	5	5	5
Grammy_NOM	2023	dev	Bonnie Raitt	Just Like That	https://www.azlyrics.com/lyrics/bonnieraitt/justlikethat.html	4.67	4.33	4.67	4.557					4.56	0.63	4.67	4.33	4.67	0.47	0.94	0.47	5	5	5	5	3.67	4	3	4	5	5	5	5
Grammy_ALT	2023	dev	Bonnie Raitt	Livin' for the Ones	https://www.azlyrics.com/lyrics/bonnieraitt/livinfortheones.html	3.33	3	2	2.777					2.78	0.96	3.33	3	2	0.47	1.41	1.41	1.67	3	1	1	2.67	3	4	1	4	4	4	4
Billboard	1994	dev	Bonnie Raitt	Love Sneakin' Up On You	https://www.azlyrics.com/lyrics/bonnieraitt/lovesneakinuponyou.html	3	4	3	3.333		3	4	3	3.22	1.1	3.33	3.33	3	0.94	0.94	1.41	1.67	2	2	1	4	4	4	4	4	4	4	4
Billboard	2007	train	Boys Like Girls	The Great Escape	https://www.azlyrics.com/lyrics/boyslikegirls/thegreatescape.html	3.33	3.67	3.33	3.443					3.44	0.79	3.33	3.67	3.33	0.47	1.25	1.25	2.33	3	2	2	4	4	5	3	4	3	4	5
Billboard	1995	train	Boyz II Men	Water Runs Dry	https://www.azlyrics.com/lyrics/boyziimen/waterrunsdry.html	3.67	3	2	2.890					2.89	0.42	3.67	3	2	0.94	0.82	0.82	2.33	3	2	2	3	3	3	3	3.33	5	4	1
Grammy_ALT	2019	dev	Brandi Carlile	Harder to Forgive	https://www.azlyrics.com/lyrics/brandicarlile/hardertoforgive.html	4	3	2.33	3.110					3.11	0.57	4	3	2.33	0	1.63	0.47	2.33	4	1	2	3.67	4	5	2	3.33	4	3	3
Grammy_NOM	2022	train	Brandi Carlile	Right on Time	https://www.azlyrics.com/lyrics/brandicarlile/rightontime.html	3.33	2.33	1	2.220					2.22	0.16	3.33	2.33	1	0.94	1.25	0	2.33	2	4	1	2.33	4	2	1	2	4	1	1
Grammy_ALT	2022	dev	Brandi Carlile	Stay Gentle	https://www.azlyrics.com/lyrics/brandicarlile/staygentle.html	2	2.67	1.67	2.113					2.11	0.83	2	2.67	1.67	0.82	1.25	0.47	1	1	1	1	3	3	4	2	2.33	2	3	2
Grammy_NOM	2019	train	Brandi Carlile	The Joke	https://www.azlyrics.com/lyrics/brandicarlile/thejoke.html	3	1	2	2.000		3	1	2	3.11	1.34	3.67	2.33	3.33	1.25	1.89	1.7	2.33	2	1	4	2	4	1	1	5	5	5	5
Billboard	1999	train	Brandy	Have You Ever?	https://www.azlyrics.com/lyrics/brandy/haveyouever.html	2.67	1.33	1	1.667					1.67	0.27	2.67	1.33	1	0.94	0.47	0	1.33	2	1	1	1.67	2	2	1	2	4	1	1
Billboard	1996	train	Brandy	Sittin' Up in My Room	https://www.azlyrics.com/lyrics/brandy/sittinupinmyroom.html	3	3	3	3.000		3	3	3	3.44	1.55	3.67	3.33	3.33	1.25	1.7	1.7	1.33	2	1	1	5	5	5	5	4	4	4	4
Billboard	1961	train	Brook Benton	The Boll Weevil Song	https://www.azlyrics.com/lyrics/brookbenton/thebollweevilsong.html	4.667	5	4.333	4.667					4.667	0.272	4.667	5	4.333	0.471	0	0.943	5	5	5	5	4.33	5	5	3	4.67	4	5	5
Grammy_ALT	2006	train	Bruce Springsteen	All I'm Thinkin' About	https://www.azlyrics.com/lyrics/brucespringsteen/allimthinkinabout.html	3.33	2.33	4.67	3.443					3.44	0.96	3.33	2.33	4.67	1.7	1.25	0.47	2.33	1	1	5	3.33	4	2	4	4.67	5	4	5
Billboard	1987	dev	Bruce Springsteen	Brilliant Disguise	https://www.azlyrics.com/lyrics/brucespringsteen/brilliantdisguise.html	4.67	4.33	4.67	4.557					4.56	0.31	4.67	4.33	4.67	0.47	0.47	0.47	4.33	5	4	4	5	5	5	5	4.33	4	4	5
Grammy_NOM	2006	train	Bruce Springsteen	Devils &amp; Dust	https://www.azlyrics.com/lyrics/brucespringsteen/devilsdust.html	2.67	2	3	2.557					2.56	0.31	2.67	2	3	0.47	0.82	0.82	2.33	2	1	4	3	3	3	3	2.33	3	2	2
Grammy_ALT	2003	dev	Bruce Springsteen	Let's Be Friends	https://www.azlyrics.com/lyrics/brucespringsteen/letsbefriendsskintoskin.html	3.33	2	2	2.443					2.44	0.96	3.33	2	2	1.25	1.41	1.41	1.33	2	1	1	2.33	5	1	1	3.67	3	4	4
Billboard	1994	train	Bruce Springsteen	Streets of Philadelphia	https://www.azlyrics.com/lyrics/brucespringsteen/streetsofphiladelphia.html	5	4	4.67	4.557					4.56	0.16	5	4	4.67	0	0	0.47	4.33	5	4	4	4.67	5	4	5	4.67	5	4	5
Grammy_NOM	2003	train	Bruce Springsteen	The Rising	https://www.azlyrics.com/lyrics/brucespringsteen/therising.html	4.67	3.33	2.67	3.557					3.56	0.87	4.67	3.33	2.67	0.47	1.7	1.25	4.33	5	5	3	2.33	5	1	1	4	4	4	4
Grammy_ALT	2018	train	Bruno Mars	Calling All My Lovelies	https://www.azlyrics.com/lyrics/brunomars/callingallmylovelies.html	3.33	4	3	3.443					3.44	0.16	3.33	4	3	0.94	0	0.82	3.33	2	4	4	3.33	4	4	2	3.67	4	4	3
Grammy_ALT	2012	train	Bruno Mars	Count On Me	https://www.azlyrics.com/lyrics/brunomars/countonme.html	2.67	1.67	2.33	2.223					2.22	0.42	2.67	1.67	2.33	0.94	0.47	0.47	1.67	2	1	2	2.67	4	2	2	2.33	2	2	3
Grammy_NOM	2012	train	Bruno Mars	Grenade	https://www.azlyrics.com/lyrics/brunomars/grenade.html	5	3.67	4.33	4.333					4.33	0.47	5	3.67	4.33	0	1.25	0.94	4	5	2	5	4	5	4	3	5	5	5	5
Grammy_NOM	2014	train	Bruno Mars	Locked Out of Heaven	https://www.azlyrics.com/lyrics/brunomars/lockedoutofheaven.html	2.33	2	2.33	2.220					2.22	0.79	2.33	2	2.33	0.47	0	1.89	1.67	2	2	1	3.33	3	2	5	1.67	2	2	1
Grammy_ALT	2014	train	Bruno Mars	Natalie	https://www.azlyrics.com/lyrics/brunomars/natalie.html	5	3	2	3.333		5	3	2	3.56	1.1	4.67	3.67	2.33	0.47	1.25	1.89	2.33	4	2	1	3.33	5	4	1	5	5	5	5
Grammy_NOM	2018	train	Bruno Mars	That's What I Like	https://www.azlyrics.com/lyrics/brunomars/thatswhatilike.html	4.33	2.33	5	3.887					3.89	0.57	4.33	2.33	5	0.47	1.25	0	3.67	4	2	5	3.33	4	1	5	4.67	5	4	5
Grammy_NOM	1992	train	Bryan Adams	(Everything I Do) I Do It for You	https://www.azlyrics.com/lyrics/bryanadams/everythingidoidoitforyou.html	3	2	1	2.000					2	0.94	3	2	1	1.41	1.41	0	1.33	2	1	1	3.33	5	4	1	1.33	2	1	1
Billboard	1985	train	Bryan Adams	Heaven	https://www.azlyrics.com/lyrics/bryanadams/heaven.html	3	4.33	2	3.110					3.11	0.57	3	4.33	2	0.82	0.47	0.82	2.33	2	4	1	3.33	3	5	2	3.67	4	4	3
Grammy_ALT	1992	train	Bryan Adams	If You Want to Leave Me	https://www.azlyrics.com/lyrics/bryanadams/ifyouwannaleaveme.html	3	2	1.67	2.223					2.22	0.16	3	2	1.67	0.82	0.82	0.47	2.33	4	1	2	2	3	2	1	2.33	2	3	2
Billboard	1994	train	Bryan Adams	Please Forgive Me	https://www.azlyrics.com/lyrics/bryanadams/pleaseforgiveme.html	4	2.67	2.33	3.000					3	0.72	4	2.67	2.33	0.82	0.94	1.25	2	3	2	1	3.67	5	2	4	3.33	4	4	2
Grammy_NOM	1962	train	Burl Ives	Little Bitty Tear	https://www.azlyrics.com/lyrics/burlives/alittlebittytear.html	3	3.667	1	2.556					2.556	0.567	3	3.667	1	0.816	1.247	0	2	3	2	1	2.33	2	4	1	3.33	4	5	1
Grammy_ALT	1962	train	Burl Ives	Royal Telephone	https://www.azlyrics.com/lyrics/burlives/royaltelephone.html	2	1	2.333	1.778					1.778	0.416	2	1	2.333	0.816	0	1.247	2.33	2	1	4	1.67	3	1	1	1.33	1	1	2
Billboard	2012	train	Calvin Harris featuring Ne-Yo	Let's Go	https://www.azlyrics.com/lyrics/calvinharris/letsgo.html	2.67	1.33	1	1.667					1.67	0.47	2.67	1.33	1	0.94	0.47	0	1.33	2	1	1	2.33	4	2	1	1.33	2	1	1
Billboard	1977	train	Captain & Tennille	Muskrat Love	https://www.azlyrics.com/lyrics/captaintennille/muskratlove.html	4.67	4	3.67	4.113					4.11	0.68	4.67	4	3.67	0.47	0.82	1.25	4	4	4	4	3.33	5	3	2	5	5	5	5
Grammy_ALT	1976	test	Captain &amp; Tennille	Feel like a Man	https://www.azlyrics.com/lyrics/captaintennille/feellikeaman.html	4	2.33	2	2.777					2.78	0.87	4	2.33	2	0	1.25	1.41	2.33	4	2	1	2	4	1	1	4	4	4	4
Grammy_NOM	1976	train	Captain &amp; Tennille	Love Will Keep Us Together	https://www.azlyrics.com/lyrics/captaintennille/lovewillkeepustogether.html	3	2.33	1	2.110					2.11	0.16	3	2.33	1	0.82	1.25	0	2.33	2	4	1	2	4	1	1	2	3	2	1
Billboard	2020	train	Carly Pearce and Lee Brice	I Hope You're Happy Now	https://www.azlyrics.com/lyrics/carlypearce/ihopeyourehappynow.html	4	4	1.33	3.110					3.11	0.42	4	4	1.33	0	0.82	0.47	3	4	4	1	2.67	4	3	1	3.67	4	5	2
Grammy_NOM	2013	dev	Carly Rae Jepsen	Call Me Maybe	https://www.azlyrics.com/lyrics/carlyraejepsen/callmemaybe.html	4	4.33	3.33	3.887					3.89	0.57	4	4.33	3.33	1.41	0.47	1.7	3.67	2	4	5	3.33	5	4	1	4.67	5	5	4
Grammy_ALT	2013	train	Carly Rae Jepsen	Good Time	https://www.azlyrics.com/lyrics/carlyraejepsen/goodtime.html	1.61	2.78	3.19	2.527					4.22	0.31	3.33	5	4.33	1.53	0	0.58	4	3	5	4	4.67	5	5	4	4	2	5	5
Billboard	1977	train	Carly Simon	Nobody Does It Better	https://www.azlyrics.com/lyrics/carlysimon/nobodydoesitbetter.html	3.33	2	1.33	2.220					2.22	0.57	3.33	2	1.33	0.47	1.41	0.47	3	3	4	2	2	4	1	1	1.67	3	1	1
Grammy_ALT	1974	test	Carly Simon	We Have No Secrets	https://www.azlyrics.com/lyrics/carlysimon/wehavenosecrets.html	5	5	3	4.333		5	5	3	3.67	1.44	4.33	3.67	3	0.94	1.89	1.63	4.33	5	5	3	1.67	3	1	1	5	5	5	5
Grammy_NOM	1974	train	Carly Simon	You're So Vain	https://www.azlyrics.com/lyrics/carlysimon/youresovain.html	4.67	4.33	4	4.333					4.33	0.94	4.67	4.33	4	0.47	0.94	1.41	5	5	5	5	3	4	3	2	5	5	5	5
Grammy_NOM	2008	train	Carrie Underwood	Before He Cheats	https://www.azlyrics.com/lyrics/carrieunderwood/beforehecheats.html	5	5	4.67	4.890	0				4.89	0.16	5	5	4.67	0	0	0.47	5	5	5	5	4.67	5	5	4	5	5	5	5
Grammy_NOM	2007	train	Carrie Underwood	Jesus, Take the Wheel	https://www.azlyrics.com/lyrics/carrieunderwood/jesustakethewheel.html	4.67	5	4.67	4.780	1				4.78	0.31	4.67	5	4.67	0.47	0	0.47	5	5	5	5	5	5	5	5	4.33	4	5	4
Grammy_ALT	2008	test	Carrie Underwood	That's Where It Is	https://www.azlyrics.com/lyrics/carrieunderwood/thatswhereitis.html	4	2	2	2.667		4	2	2	3	1.19	3.67	3	2.33	1.25	1.41	1.25	1.33	2	1	1	3.67	5	4	2	4	4	4	4
Grammy_ALT	2007	train	Carrie Underwood	Whenever You Remember	https://www.azlyrics.com/lyrics/carrieunderwood/wheneveryouremember.html	3	4	1	2.667		3	4	1	3	1.19	3.33	3.33	2.33	1.7	0.94	1.25	1.33	1	2	1	3.67	5	4	2	4	4	4	4
Billboard	2004	test	Cassidy featuring R. Kelly	Hotel	https://www.azlyrics.com/lyrics/cassidy/hotel.html	4.33	4	4.67	4.333					4.33	0.94	4.33	4	4.67	0.94	1.41	0.47	3	3	2	4	5	5	5	5	5	5	5	5
Grammy_NOM	2011	train	Cee Lo Green	Fuck You	https://www.azlyrics.com/lyrics/ceelogreen/fuckyou.html	4.67	3.67	3.67	4.003					4	0.72	4.67	3.67	3.67	0.47	1.25	1.25	3.67	5	2	4	3.33	4	4	2	5	5	5	5
Grammy_ALT	2011	train	Cee Lo Green	Fool For You	https://www.azlyrics.com/lyrics/ceelogreen/foolforyou.html	3	2	2	2.333		3	2	2	2.67	1.44	3	2.67	2.33	1.41	1.7	1.25	1.33	2	1	1	2	2	2	2	4.67	5	5	4
Grammy_NOM	1997	train	Celine Dion	Because You Loved Me	https://www.azlyrics.com/lyrics/celinedion/becauseyoulovedme.html	4.33	3	2.33	3.220					3.22	0.79	4.33	3	2.33	0.47	1.41	1.25	2.67	4	2	2	2.67	5	2	1	4.33	4	5	4
Billboard	1992	train	Celine Dion	If You Asked Me To	https://www.azlyrics.com/lyrics/celinedion/ifyouaskedmeto.html	4.33	4	1.33	3.220					3.22	0.57	4.33	4	1.33	0.47	0.82	0.47	2.67	4	3	1	3	4	4	1	4	5	5	2
Grammy_ALT	1997	train	Celine Dion	It's All Coming Back to Me Now	https://www.azlyrics.com/lyrics/celinedion/itsallcomingbacktomenow.html	3.67	3	3.67	3.447					3.44	0.79	3.67	3	3.67	1.25	1.41	0.47	2.33	2	1	4	4	5	4	3	4	4	4	4
Billboard	1998	test	Celine Dion	My Heart Will Go On	https://www.azlyrics.com/lyrics/celinedion/myheartwillgoon.html	3.67	2.33	1.67	2.557					2.56	0.68	3.67	2.33	1.67	1.25	0.47	0.94	1.67	2	2	1	2.67	5	2	1	3.33	4	3	3
Billboard	2000	dev	Celine Dion	That's the Way It Is	https://www.azlyrics.com/lyrics/celinedion/thatsthewayitis.html	2.33	1.67	1.33	1.777					1.78	0.63	2.33	1.67	1.33	1.25	0.47	0.47	1.33	2	1	1	2.67	4	2	2	1.33	1	2	1
Billboard	1992	dev	Celine Dion and Peabo Bryson	Beauty and the Beast	https://www.azlyrics.com/lyrics/celinedion/beautyandthebeast.html	3	5	2	3.333		3	5	2	3.22	1.13	3	4.33	2.33	1.41	0.94	1.25	3.67	4	5	2	1.67	1	3	1	4.33	4	5	4
Billboard	2014	train	Charli XCX	Boom Clap	https://www.azlyrics.com/lyrics/charlixcx/boomclap.html	4	1.67	2.33	2.667					2.67	0.94	4	1.67	2.33	0	0.94	1.89	2	4	1	1	2	4	1	1	4	4	3	5
Billboard	2017	train	Charlie Puth	Attention	https://www.azlyrics.com/lyrics/charlieputh/attention.html	4.67	4	3.67	4.113					4.11	0.79	4.67	4	3.67	0.47	1.41	1.25	4.67	5	5	4	3	5	2	2	4.67	4	5	5
Billboard	2015	train	Charlie Puth featuring Meghan Trainor	Marvin Gaye	https://www.azlyrics.com/lyrics/charlieputh/marvingaye.html	3.67	1.67	3	2.780					2.78	0.87	3.67	1.67	3	0.47	0.94	1.41	2	3	1	2	2.33	4	1	2	4	4	3	5
Grammy_NOM	1974	test	Charlie Rich	Behind Closed Doors	https://www.azlyrics.com/lyrics/charlierich/behindcloseddoors.html	4	4	3	3.667		4	4	3	2.89	1.13	3.33	3	2.33	0.94	1.41	1.25	3.33	4	4	2	1.33	2	1	1	4	4	4	4
Grammy_ALT	1974	test	Charlie Rich	I Take it On Home	https://www.azlyrics.com/lyrics/charlierich/itakeitonhome.html	4.33	4.33	4.33	4.330					4.33	0.27	4.33	4.33	4.33	0.47	0.47	0.47	4.67	5	5	4	4	4	4	4	4.33	4	4	5
Billboard	1991	train	Chesney Hawkes	The One and Only	https://www.azlyrics.com/lyrics/chesneyhawkes/theoneandonly.html	4.33	1	1	2.110					2.11	0.16	4.33	1	1	0.47	0	0	2.33	5	1	1	2	4	1	1	2	4	1	1
Billboard	1979	train	Chic	Le Freak	https://www.azlyrics.com/lyrics/chic/lefreak.html	1.33	1	2.33	1.553					1.56	0.57	1.33	1	2.33	0.47	0	1.89	1	1	1	1	1.33	2	1	1	2.33	1	1	5
Billboard	1985	train	Chicago	You're the Inspiration	https://www.azlyrics.com/lyrics/chicago/youretheinspiration.html	3	2	1.33	2.110					2.11	0.57	3	2	1.33	0.82	0.82	0.47	1.33	2	1	1	2.67	4	2	2	2.33	3	3	1
Billboard	2011	train	Chris Brown	Yeah 3x	https://www.azlyrics.com/lyrics/chrisbrown/yeah3x.html	2.67	1.67	2	2.113					2.11	0.87	2.67	1.67	2	0.47	0.94	1.41	1.33	2	1	1	1.67	3	1	1	3.33	3	3	4
Billboard	2022	train	Chris Stapleton	You Should Probably Leave	https://www.azlyrics.com/lyrics/chrisstapleton/youshouldprobablyleave.html	4.33	4.33	2.67	3.777					3.78	0.16	4.33	4.33	2.67	0.47	0.47	0.94	3.67	5	4	2	4	4	4	4	3.67	4	5	2
Billboard	2006	train	Christina Aguilera	Ain't No Other Man	https://www.azlyrics.com/lyrics/christinaaguilera/aintnootherman.html	3	2	1.33	2.110					2.11	0.16	3	2	1.33	0.82	0	0.47	2	3	2	1	2.33	4	2	1	2	2	2	2
Grammy_NOM	2004	train	Christina Aguilera	Beautiful	https://www.azlyrics.com/lyrics/christinaaguilera/beautiful.html	2.67	1	2.33	2.000					2	0.27	2.67	1	2.33	0.94	0	1.25	2.33	2	1	4	2	4	1	1	1.67	2	1	2
Grammy_ALT	2004	train	Christina Aguilera	Dirrty	https://www.azlyrics.com/lyrics/christinaaguilera/dirrty.html	4	2.67	4.33	3.667					3.67	0.47	4	2.67	4.33	0	1.25	0.94	3.33	4	1	5	4.33	4	4	5	3.33	4	3	3
Grammy_NOM	1981	train	Christopher Cross	Sailing	https://www.azlyrics.com/lyrics/christophercross/sailing.html	3	2	4	3.000					3	0.47	3	2	4	0.82	0.82	0.82	3.33	4	1	5	2.33	2	2	3	3.33	3	3	4
Grammy_ALT	1981	train	Christopher Cross	Poor Shirley	https://www.azlyrics.com/lyrics/christophercross/poorshirley.html	2.67	2.33	4	3.000					3	0.94	2.67	2.33	4	0.94	1.89	0	2.33	2	1	4	2.33	2	1	4	4.33	4	5	4
Billboard	1962	train	Chubby Checker	The Twist	https://www.azlyrics.com/lyrics/chubbychecker/thetwist.html	2.667	1	1.333	1.667					1.667	0.272	2.667	1	1.333	0.471	0	0.471	2	3	1	2	1.67	3	1	1	1.33	2	1	1
Billboard	2002	train	City High featuring Eve	Caramel	https://www.azlyrics.com/lyrics/cityhigh/caramel.html	4.67	1.67	2.33	2.890					2.89	0.79	4.67	1.67	2.33	0.47	0.47	1.89	2.33	4	2	1	2.33	5	1	1	4	5	2	5
Billboard	1968	train	Classics IV	Spooky	https://www.azlyrics.com/lyrics/classicsiv/spooky.html	3.333	2.667	2.667	2.889					2.889	0.875	3.333	2.667	2.667	0.471	1.247	1.247	3.67	4	4	3	1.67	3	1	1	3.33	3	3	4
Billboard	1976	test	Cliff Richard	Devil Woman	https://www.azlyrics.com/lyrics/cliffrichard/devilwoman.html	4.67	5	4.33	4.667					4.67	0.27	4.67	5	4.33	0.47	0	0.47	4.33	4	5	4	4.67	5	5	4	5	5	5	5
Billboard	1977	train	Climax Blues Band	Couldn't Get It Right	https://www.azlyrics.com/lyrics/climaxbluesband/couldntgetitright.html	3.67	2.67	3.67	3.337					3.33	0.47	3.67	2.67	3.67	0.47	1.25	0.94	2.67	4	1	3	3.67	4	4	3	3.67	3	3	5
